team_api_id,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,team_long_name,team_short_name,date,away_team_goal
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2010-02-27 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-11-29 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-12-01 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-12-06 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-07-26 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-12-21 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2016-02-19 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2016-03-08 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2016-03-11 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2016-04-01 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-08-15 00:00:00,3
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-05-17 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-05-02 00:00:00,3
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-04-17 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-04-03 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-03-14 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2008-08-16 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-02-28 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2008-11-14 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2008-11-11 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2008-10-31 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2008-10-25 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-03-16 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-03-02 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-02-16 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2013-12-07 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2013-11-29 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2013-11-23 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-08-28 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-11-21 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-11-06 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-10-23 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-02-28 00:00:00,3
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-04-04 00:00:00,3
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2013-08-11 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2013-09-01 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2013-09-22 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-10-03 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-10-25 00:00:00,4
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2009-12-05 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-11-08 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-11-21 00:00:00,0
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-12-05 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2014-07-26 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-02-15 00:00:00,1
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-03-15 00:00:00,2
8025,50.666666666666664,54.0,47.0,52.166666666666664,38.666666666666664,63.5,40.666666666666664,43.833333333333336,43.0,Śląsk Wrocław,SLA,2015-10-04 00:00:00,1
